id_siniestro,id_poliza,fecha_siniestro,monto_siniestro,estado,motivo_rechazo
1120,13861,,11213.71,nan,fecha_invalida
1121,20858,,,cerrado,"fecha_invalida,monto_invalido"
1122,12929,,3493.27,ABIERTO,fecha_invalida
1123,6641,,,Abierto,"fecha_invalida,monto_invalido"
1124,3461,,10686.06,nan,fecha_invalida
1125,25600,,,cerrado,"fecha_invalida,monto_invalido"
1126,3841,2025-05-28,,Cerrado,monto_invalido
1127,10355,2025-02-15,,Rechazado,monto_invalido
1128,14020,,,Rechazado,"fecha_invalida,monto_invalido"
1129,9207,,,nan,"fecha_invalida,monto_invalido"
1130,688,,1651.92,cerrado,fecha_invalida
1131,19776,,749.79,Abierto,fecha_invalida
1132,23813,,,nan,"fecha_invalida,monto_invalido"
1133,16811,,,nan,"fecha_invalida,monto_invalido"
1134,5072,,,Cerrado,"fecha_invalida,monto_invalido"
1135,15345,,,cerrado,"fecha_invalida,monto_invalido"
1136,11801,,5310.68,nan,fecha_invalida
1137,1806,2025-09-09,,ABIERTO,monto_invalido
1138,17240,2025-08-08,,cerrado,monto_invalido
1139,6215,,13514.51,Abierto,fecha_invalida
1140,23028,,6684.61,cerrado,fecha_invalida
1141,7917,,4405.51,cerrado,fecha_invalida
1142,14020,,3255.1,Cerrado,fecha_invalida
1143,3121,2025-03-12,,cerrado,monto_invalido
1144,17946,,,ABIERTO,"fecha_invalida,monto_invalido"
1145,2981,,1217.23,Abierto,fecha_invalida
1146,15338,,1484.94,nan,fecha_invalida
1147,20793,,,Rechazado,"fecha_invalida,monto_invalido"
1149,19340,,14517.55,Cerrado,fecha_invalida
1150,23730,,,nan,"fecha_invalida,monto_invalido"
1151,3324,,6532.67,ABIERTO,fecha_invalida
1152,7979,,,Rechazado,"fecha_invalida,monto_invalido"
1154,11248,,,Cerrado,"fecha_invalida,monto_invalido"
1155,1189,,,ABIERTO,"fecha_invalida,monto_invalido"
1156,15020,2025-09-24,,Cerrado,monto_invalido
1157,11302,,,ABIERTO,"fecha_invalida,monto_invalido"
1158,4891,,2632.99,Rechazado,fecha_invalida
1159,6964,,14016.53,ABIERTO,fecha_invalida
1160,1948,2026-01-23,,nan,monto_invalido
1161,21907,,,cerrado,"fecha_invalida,monto_invalido"
1162,12743,,,nan,"fecha_invalida,monto_invalido"
1163,10671,,9755.75,nan,fecha_invalida
1164,23556,,,ABIERTO,"fecha_invalida,monto_invalido"
1165,9198,,,cerrado,"fecha_invalida,monto_invalido"
1166,24114,,,Rechazado,"fecha_invalida,monto_invalido"
1167,286,,8397.54,cerrado,fecha_invalida
1168,19075,,,ABIERTO,"fecha_invalida,monto_invalido"
1169,11760,,3075.23,cerrado,fecha_invalida
1170,12816,,8627.81,ABIERTO,fecha_invalida
1171,6309,,,Cerrado,"fecha_invalida,monto_invalido"
1172,10330,,,Rechazado,"fecha_invalida,monto_invalido"
1173,24937,,10267.29,cerrado,fecha_invalida
1174,13,,,nan,"fecha_invalida,monto_invalido"
1175,14609,,,Abierto,"fecha_invalida,monto_invalido"
1176,4604,,,nan,"fecha_invalida,monto_invalido"
1177,20034,,1063.96,ABIERTO,fecha_invalida
1178,453,,,Abierto,"fecha_invalida,monto_invalido"
1179,6385,,513.6,Rechazado,fecha_invalida
1180,19288,,1147.2,cerrado,fecha_invalida
1181,801,,,Rechazado,"fecha_invalida,monto_invalido"
1182,24739,,,ABIERTO,"fecha_invalida,monto_invalido"
1183,5467,2026-01-28,,ABIERTO,monto_invalido
1184,15381,,,nan,"fecha_invalida,monto_invalido"
1185,15619,,,nan,"fecha_invalida,monto_invalido"
1186,11436,,,ABIERTO,"fecha_invalida,monto_invalido"
1187,20954,,4227.36,nan,fecha_invalida
1188,11278,,9954.49,cerrado,fecha_invalida
1189,13758,,7538.65,Cerrado,fecha_invalida
1190,2561,,9708.16,nan,fecha_invalida
1191,24567,,8626.26,nan,fecha_invalida
1192,8295,2025-06-15,,Rechazado,monto_invalido
1194,12360,,,nan,"fecha_invalida,monto_invalido"
1195,1088,,,nan,"fecha_invalida,monto_invalido"
1196,10349,,,Cerrado,"fecha_invalida,monto_invalido"
1197,22770,2025-12-02,,Abierto,monto_invalido
1198,1007,,,cerrado,"fecha_invalida,monto_invalido"
1199,7316,,,cerrado,"fecha_invalida,monto_invalido"
1200,14387,,,cerrado,"fecha_invalida,monto_invalido"
1201,10811,,,Abierto,"fecha_invalida,monto_invalido"
1202,15557,,11977.15,Abierto,fecha_invalida
1203,20049,2025-04-15,,Abierto,monto_invalido
1204,10792,,2449.52,nan,fecha_invalida
1205,2785,,,nan,"fecha_invalida,monto_invalido"
1206,15823,,9814.88,cerrado,fecha_invalida
1207,1951,,,Abierto,"fecha_invalida,monto_invalido"
1208,12085,,,nan,"fecha_invalida,monto_invalido"
1209,20312,,,Rechazado,"fecha_invalida,monto_invalido"
1210,24186,,,Cerrado,"fecha_invalida,monto_invalido"
1211,23782,2025-12-23,,Rechazado,monto_invalido
1212,18598,,5927.99,nan,fecha_invalida
1213,17164,2025-11-14,,nan,monto_invalido
1214,4547,2025-03-08,,nan,monto_invalido
1215,10385,,,Rechazado,"fecha_invalida,monto_invalido"
1217,1757,,13977.45,Cerrado,fecha_invalida
1218,13968,,5718.28,cerrado,fecha_invalida
1219,12303,,,Rechazado,"fecha_invalida,monto_invalido"
1220,11652,,,nan,"fecha_invalida,monto_invalido"
1221,8298,2026-01-19,,Abierto,monto_invalido
1222,4761,2025-08-16,,nan,monto_invalido
1223,8808,,5726.65,Abierto,fecha_invalida
1224,12468,,,Rechazado,"fecha_invalida,monto_invalido"
1225,23885,,,nan,"fecha_invalida,monto_invalido"
1226,4251,,,cerrado,"fecha_invalida,monto_invalido"
1227,25832,,,nan,"fecha_invalida,monto_invalido"
1228,2407,,5542.27,Cerrado,fecha_invalida
1229,405,,2902.16,nan,fecha_invalida
1230,10348,,,nan,"fecha_invalida,monto_invalido"
1231,21623,2025-10-10,,ABIERTO,monto_invalido
1232,13777,2025-05-28,,Cerrado,monto_invalido
1233,19055,,493.42,Rechazado,fecha_invalida
1234,18450,,9867.5,Cerrado,fecha_invalida
1235,8554,,9417.71,Abierto,fecha_invalida
1236,18995,,,ABIERTO,"fecha_invalida,monto_invalido"
1237,19508,2025-12-02,,Abierto,monto_invalido
1238,9697,,1040.72,Cerrado,fecha_invalida
1239,21836,,,Rechazado,"fecha_invalida,monto_invalido"
1240,16223,,277.84,nan,fecha_invalida
1241,21089,,,cerrado,"fecha_invalida,monto_invalido"
1242,16772,,,nan,"fecha_invalida,monto_invalido"
1243,7188,,,Cerrado,"fecha_invalida,monto_invalido"
1244,12283,,7946.62,Abierto,fecha_invalida
1245,9315,,,nan,"fecha_invalida,monto_invalido"
1246,22854,,2984.77,Cerrado,fecha_invalida
1247,16943,2026-01-20,,nan,monto_invalido
1248,23191,2025-01-21,,Cerrado,monto_invalido
1249,20643,,6978.95,Cerrado,fecha_invalida
1250,639,,10710.26,nan,fecha_invalida
1251,5220,2025-02-20,,nan,monto_invalido
1252,22472,,2721.9,cerrado,fecha_invalida
1253,8538,,,Abierto,"fecha_invalida,monto_invalido"
1254,20454,,,Rechazado,"fecha_invalida,monto_invalido"
1255,5220,,,Rechazado,"fecha_invalida,monto_invalido"
1256,19180,,4203.56,ABIERTO,fecha_invalida
1257,5501,,,ABIERTO,"fecha_invalida,monto_invalido"
1258,16974,,3290.95,ABIERTO,fecha_invalida
1259,3187,2025-08-27,,Rechazado,monto_invalido
1260,19935,,11443.65,nan,fecha_invalida
1261,10131,,,nan,"fecha_invalida,monto_invalido"
1262,25653,,5950.12,Rechazado,fecha_invalida
1263,14945,2025-06-22,,ABIERTO,monto_invalido
1264,25585,,,Abierto,"fecha_invalida,monto_invalido"
1265,18782,,6593.27,Rechazado,fecha_invalida
1266,9636,2025-09-06,,cerrado,monto_invalido
1267,6892,,,cerrado,"fecha_invalida,monto_invalido"
1268,16249,,,nan,"fecha_invalida,monto_invalido"
1269,21082,,,nan,"fecha_invalida,monto_invalido"
1270,12115,,9620.5,ABIERTO,fecha_invalida
1271,2456,,,ABIERTO,"fecha_invalida,monto_invalido"
1272,25857,,,Cerrado,"fecha_invalida,monto_invalido"
1273,2951,,10068.99,ABIERTO,fecha_invalida
1275,19288,,2725.82,nan,fecha_invalida
1276,280,,,Cerrado,"fecha_invalida,monto_invalido"
1277,20864,,1036.3,nan,fecha_invalida
1278,1004,,5515.78,Rechazado,fecha_invalida
1279,22809,,11632.79,ABIERTO,fecha_invalida
1280,4880,,4587.25,Cerrado,fecha_invalida
1281,9897,,5477.26,Rechazado,fecha_invalida
1282,12153,,,Abierto,"fecha_invalida,monto_invalido"
1283,701,,,cerrado,"fecha_invalida,monto_invalido"
1284,7964,,,Cerrado,"fecha_invalida,monto_invalido"
1285,13726,,2496.81,Rechazado,fecha_invalida
1286,18053,2025-11-29,,ABIERTO,monto_invalido
1287,7682,,,Abierto,"fecha_invalida,monto_invalido"
1289,17008,2025-06-04,,ABIERTO,monto_invalido
1290,11498,,6656.02,Abierto,fecha_invalida
1291,5882,,,Rechazado,"fecha_invalida,monto_invalido"
1292,11117,2025-03-24,,Abierto,monto_invalido
1293,10643,,,Abierto,"fecha_invalida,monto_invalido"
1294,23967,,13944.49,nan,fecha_invalida
1295,21960,,,nan,"fecha_invalida,monto_invalido"
1296,5367,,2696.11,cerrado,fecha_invalida
1297,3203,,,Rechazado,"fecha_invalida,monto_invalido"
1298,21679,,,Abierto,"fecha_invalida,monto_invalido"
1299,1862,,3051.7,Abierto,fecha_invalida
1300,13633,,,nan,"fecha_invalida,monto_invalido"
1301,4930,,499.17,Rechazado,fecha_invalida
1302,6501,,7922.05,nan,fecha_invalida
1303,264,,,ABIERTO,"fecha_invalida,monto_invalido"
1304,17185,,,cerrado,"fecha_invalida,monto_invalido"
1306,3099,,7877.21,nan,fecha_invalida
1307,17248,,,nan,"fecha_invalida,monto_invalido"
1308,20819,,12807.83,nan,fecha_invalida
1309,14353,,,Abierto,"fecha_invalida,monto_invalido"
1310,12726,,3196.63,nan,fecha_invalida
1311,2315,,14201.32,nan,fecha_invalida
1312,2189,,14191.56,ABIERTO,fecha_invalida
1313,10802,2025-09-26,,Rechazado,monto_invalido
1314,4439,,5353.68,Cerrado,fecha_invalida
1315,13728,,,Abierto,"fecha_invalida,monto_invalido"
1316,12800,,,ABIERTO,"fecha_invalida,monto_invalido"
1317,19371,,,Cerrado,"fecha_invalida,monto_invalido"
1318,13716,,10715.88,Rechazado,fecha_invalida
1319,5559,,,Rechazado,"fecha_invalida,monto_invalido"
1320,4918,,,nan,"fecha_invalida,monto_invalido"
1321,5808,,13056.06,cerrado,fecha_invalida
1322,7393,2025-05-19,,nan,monto_invalido
1323,16976,,10001.37,ABIERTO,fecha_invalida
1324,16939,,10120.18,cerrado,fecha_invalida
1325,6766,,,Abierto,"fecha_invalida,monto_invalido"
1326,21581,,13247.47,nan,fecha_invalida
1327,5838,,5233.17,Cerrado,fecha_invalida
1328,23471,,5596.99,ABIERTO,fecha_invalida
1329,19205,2025-09-18,,nan,monto_invalido
1330,12750,,8095.69,Abierto,fecha_invalida
1331,4675,,,ABIERTO,"fecha_invalida,monto_invalido"
1333,4591,,12730.18,Abierto,fecha_invalida
1334,7227,,804.95,Cerrado,fecha_invalida
1335,23315,,14684.93,nan,fecha_invalida
1336,21837,,,Cerrado,"fecha_invalida,monto_invalido"
1337,17413,,10772.53,cerrado,fecha_invalida
1338,15367,,,Abierto,"fecha_invalida,monto_invalido"
1339,9171,,,cerrado,"fecha_invalida,monto_invalido"
1341,23276,,,Cerrado,"fecha_invalida,monto_invalido"
1342,20930,,,nan,"fecha_invalida,monto_invalido"
1343,4046,,,ABIERTO,"fecha_invalida,monto_invalido"
1344,19571,,8283.79,Abierto,fecha_invalida
1345,21223,,,cerrado,"fecha_invalida,monto_invalido"
1346,22227,,,ABIERTO,"fecha_invalida,monto_invalido"
1347,15514,,12002.76,nan,fecha_invalida
1348,5073,2025-06-18,,Abierto,monto_invalido
1349,12103,,682.74,Abierto,fecha_invalida
1350,5092,,500.96,ABIERTO,fecha_invalida
1351,563,,,Cerrado,"fecha_invalida,monto_invalido"
1352,734,,7397.35,Cerrado,fecha_invalida
1353,7303,,,Cerrado,"fecha_invalida,monto_invalido"
1354,3772,,10725.18,ABIERTO,fecha_invalida
1355,12151,,4698.5,nan,fecha_invalida
1356,23951,,12068.19,cerrado,fecha_invalida
1357,22130,,11891.95,nan,fecha_invalida
1358,23652,,5850.34,nan,fecha_invalida
1359,14693,,,Rechazado,"fecha_invalida,monto_invalido"
1361,24260,,,Rechazado,"fecha_invalida,monto_invalido"
1362,21685,,,Rechazado,"fecha_invalida,monto_invalido"
1363,13954,,,Abierto,"fecha_invalida,monto_invalido"
1364,13980,,8707.04,nan,fecha_invalida
1365,2636,,5232.09,ABIERTO,fecha_invalida
1366,17006,,,ABIERTO,"fecha_invalida,monto_invalido"
1367,6415,,2046.86,cerrado,fecha_invalida
1368,8517,,,cerrado,"fecha_invalida,monto_invalido"
1369,20754,,,Cerrado,"fecha_invalida,monto_invalido"
1370,12779,2026-02-21,,nan,monto_invalido
1371,7640,,,Cerrado,"fecha_invalida,monto_invalido"
1372,22316,,,cerrado,"fecha_invalida,monto_invalido"
1373,1379,,12470.22,nan,fecha_invalida
1374,23715,,9377.3,nan,fecha_invalida
1375,21863,,7731.57,Abierto,fecha_invalida
1376,23249,,,Abierto,"fecha_invalida,monto_invalido"
1378,11583,,,Abierto,"fecha_invalida,monto_invalido"
1379,25727,,,Rechazado,"fecha_invalida,monto_invalido"
1380,8316,,,cerrado,"fecha_invalida,monto_invalido"
1381,10201,,,Cerrado,"fecha_invalida,monto_invalido"
1382,24644,,,cerrado,"fecha_invalida,monto_invalido"
1384,3654,,8018.27,Cerrado,fecha_invalida
1385,9473,2025-10-23,,cerrado,monto_invalido
1386,15656,,12330.75,Abierto,fecha_invalida
1387,11547,,,cerrado,"fecha_invalida,monto_invalido"
1388,2414,,,Abierto,"fecha_invalida,monto_invalido"
1389,20596,,14855.63,nan,fecha_invalida
1390,24285,,1372.5,ABIERTO,fecha_invalida
1391,14555,,,Rechazado,"fecha_invalida,monto_invalido"
1393,4540,,768.87,Rechazado,fecha_invalida
1394,21463,,,nan,"fecha_invalida,monto_invalido"
1395,6852,,12344.54,ABIERTO,fecha_invalida
1396,21395,,5952.86,Rechazado,fecha_invalida
1398,13443,,,cerrado,"fecha_invalida,monto_invalido"
1399,3874,,,ABIERTO,"fecha_invalida,monto_invalido"
1400,19676,2025-06-03,,nan,monto_invalido
1401,23112,,4658.41,Abierto,fecha_invalida
1402,13617,2025-04-22,,ABIERTO,monto_invalido
1403,4283,,,Cerrado,"fecha_invalida,monto_invalido"
1404,14776,,13119.37,nan,fecha_invalida
1405,8294,,,Cerrado,"fecha_invalida,monto_invalido"
1406,8719,,5915.97,ABIERTO,fecha_invalida
1407,13052,,,nan,"fecha_invalida,monto_invalido"
1408,11496,,4223.35,cerrado,fecha_invalida
1409,2869,,1436.35,ABIERTO,fecha_invalida
1410,15619,,,ABIERTO,"fecha_invalida,monto_invalido"
1411,10651,,,Abierto,"fecha_invalida,monto_invalido"
1412,25836,2025-06-03,,Cerrado,monto_invalido
1413,25745,,,Cerrado,"fecha_invalida,monto_invalido"
1414,25620,,,nan,"fecha_invalida,monto_invalido"
1415,9335,,,Abierto,"fecha_invalida,monto_invalido"
1416,1806,,,cerrado,"fecha_invalida,monto_invalido"
1417,21070,,,nan,"fecha_invalida,monto_invalido"
1419,22929,,,cerrado,"fecha_invalida,monto_invalido"
1420,9081,,,ABIERTO,"fecha_invalida,monto_invalido"
1421,11500,,,cerrado,"fecha_invalida,monto_invalido"
1422,11242,,,Cerrado,"fecha_invalida,monto_invalido"
1423,20759,,,Abierto,"fecha_invalida,monto_invalido"
1424,21782,2025-07-31,,Rechazado,monto_invalido
1425,3831,,4022.3,ABIERTO,fecha_invalida
1426,15555,,11281.7,ABIERTO,fecha_invalida
1427,9624,,,nan,"fecha_invalida,monto_invalido"
1428,5384,,,Rechazado,"fecha_invalida,monto_invalido"
1429,6094,,5609.24,ABIERTO,fecha_invalida
1430,13806,,4148.18,nan,fecha_invalida
1431,9337,,,Rechazado,"fecha_invalida,monto_invalido"
1433,7520,,,nan,"fecha_invalida,monto_invalido"
1434,7243,,,ABIERTO,"fecha_invalida,monto_invalido"
1435,19763,,,nan,"fecha_invalida,monto_invalido"
1436,9916,,,ABIERTO,"fecha_invalida,monto_invalido"
1437,11222,,,Rechazado,"fecha_invalida,monto_invalido"
1439,9524,,9763.54,cerrado,fecha_invalida
1441,11343,,,Rechazado,"fecha_invalida,monto_invalido"
1442,10386,,,Rechazado,"fecha_invalida,monto_invalido"
1443,3844,,11811.71,Rechazado,fecha_invalida
1444,24168,,14088.58,cerrado,fecha_invalida
1445,18385,,,cerrado,"fecha_invalida,monto_invalido"
1446,24075,,,cerrado,"fecha_invalida,monto_invalido"
1447,21799,,,ABIERTO,"fecha_invalida,monto_invalido"
1450,9478,,,Abierto,"fecha_invalida,monto_invalido"
1451,6017,,,Abierto,"fecha_invalida,monto_invalido"
1453,6962,,,Rechazado,"fecha_invalida,monto_invalido"
1454,13894,,,cerrado,"fecha_invalida,monto_invalido"
1455,6845,,,ABIERTO,"fecha_invalida,monto_invalido"
1456,6309,,,cerrado,"fecha_invalida,monto_invalido"
1457,7235,,,Rechazado,"fecha_invalida,monto_invalido"
1458,2953,,,nan,"fecha_invalida,monto_invalido"
1459,24954,,,Abierto,"fecha_invalida,monto_invalido"
1460,14525,,,cerrado,"fecha_invalida,monto_invalido"
1461,13174,,,cerrado,"fecha_invalida,monto_invalido"
1462,19453,,9532.75,nan,fecha_invalida
1463,16375,,,nan,"fecha_invalida,monto_invalido"
1464,6576,,1345.69,nan,fecha_invalida
1465,16903,2025-10-13,,Abierto,monto_invalido
1466,24405,,,nan,"fecha_invalida,monto_invalido"
1467,8091,,,Cerrado,"fecha_invalida,monto_invalido"
1468,15318,2025-04-18,,Abierto,monto_invalido
1469,1197,,,nan,"fecha_invalida,monto_invalido"
1470,14357,,,ABIERTO,"fecha_invalida,monto_invalido"
1471,11356,,11938.75,nan,fecha_invalida
1472,25735,,273.0,Rechazado,fecha_invalida
1473,6774,,12349.69,Abierto,fecha_invalida
1475,17162,,,Cerrado,"fecha_invalida,monto_invalido"
1476,15429,,,cerrado,"fecha_invalida,monto_invalido"
1477,1797,,7228.05,ABIERTO,fecha_invalida
1478,17213,,,ABIERTO,"fecha_invalida,monto_invalido"
1479,13889,,,Rechazado,"fecha_invalida,monto_invalido"
1480,10246,2026-01-10,,Cerrado,monto_invalido
1481,21619,,,Abierto,"fecha_invalida,monto_invalido"
1482,12339,,,Abierto,"fecha_invalida,monto_invalido"
1483,24886,,,nan,"fecha_invalida,monto_invalido"
1484,10128,2026-01-19,,Abierto,monto_invalido
1485,3739,,14002.05,cerrado,fecha_invalida
1486,23140,,2239.16,Abierto,fecha_invalida
1487,22507,,,ABIERTO,"fecha_invalida,monto_invalido"
1488,16339,,,Abierto,"fecha_invalida,monto_invalido"
1489,10152,2025-07-12,,cerrado,monto_invalido
1490,10919,,,nan,"fecha_invalida,monto_invalido"
1491,19473,,10608.9,Rechazado,fecha_invalida
1492,21099,,12954.99,cerrado,fecha_invalida
1493,18230,,3242.03,nan,fecha_invalida
1494,15707,,6861.88,Abierto,fecha_invalida
1496,19417,2025-06-26,,Rechazado,monto_invalido
1498,3723,,,nan,"fecha_invalida,monto_invalido"
1499,1534,,,Abierto,"fecha_invalida,monto_invalido"
1500,5188,,4021.79,Cerrado,fecha_invalida
1502,22109,,7280.03,cerrado,fecha_invalida
1503,582,2025-10-22,,Abierto,monto_invalido
1504,34,2026-01-27,,Rechazado,monto_invalido
1506,3340,2025-07-18,,Abierto,monto_invalido
1507,5010,,5191.04,ABIERTO,fecha_invalida
1508,23922,,,Cerrado,"fecha_invalida,monto_invalido"
1509,7610,,,Rechazado,"fecha_invalida,monto_invalido"
1510,24665,,4582.76,nan,fecha_invalida
1511,7607,,-13471.35,Rechazado,fecha_invalida
1512,5142,,,Abierto,"fecha_invalida,monto_invalido"
1513,22963,,,ABIERTO,"fecha_invalida,monto_invalido"
1514,25692,,,nan,"fecha_invalida,monto_invalido"
1515,17258,,4635.56,Rechazado,fecha_invalida
1516,13612,,,ABIERTO,"fecha_invalida,monto_invalido"
1517,6321,,,nan,"fecha_invalida,monto_invalido"
1519,2732,,,cerrado,"fecha_invalida,monto_invalido"
1520,19601,,2751.89,nan,fecha_invalida
1521,17514,,1287.58,nan,fecha_invalida
1522,25614,,8082.96,cerrado,fecha_invalida
1523,8973,,169.84,nan,fecha_invalida
1525,23896,,,ABIERTO,"fecha_invalida,monto_invalido"
1526,8984,,,Abierto,"fecha_invalida,monto_invalido"
1528,24261,,673.3,nan,fecha_invalida
1529,7374,,3842.97,ABIERTO,fecha_invalida
1530,5798,,10158.37,Abierto,fecha_invalida
1531,6913,,,nan,"fecha_invalida,monto_invalido"
1532,3410,,,nan,"fecha_invalida,monto_invalido"
1533,11986,,9924.28,ABIERTO,fecha_invalida
1534,23962,,487.62,nan,fecha_invalida
1535,77,,1178.57,ABIERTO,fecha_invalida
1536,12103,,,Abierto,"fecha_invalida,monto_invalido"
1537,20430,,2969.85,nan,fecha_invalida
1538,23031,,6244.92,Abierto,fecha_invalida
1539,9993,2025-12-22,,Abierto,monto_invalido
1540,19844,,,nan,"fecha_invalida,monto_invalido"
1541,17026,,,Abierto,"fecha_invalida,monto_invalido"
1542,23386,,,Abierto,"fecha_invalida,monto_invalido"
1543,2999,,,Abierto,"fecha_invalida,monto_invalido"
1544,5361,,,cerrado,"fecha_invalida,monto_invalido"
1545,21286,,,Rechazado,"fecha_invalida,monto_invalido"
1546,6982,,,Rechazado,"fecha_invalida,monto_invalido"
1547,2713,,,Cerrado,"fecha_invalida,monto_invalido"
1548,6038,,7697.95,nan,fecha_invalida
1549,16260,,,Cerrado,"fecha_invalida,monto_invalido"
1550,8469,,,Abierto,"fecha_invalida,monto_invalido"
1551,24210,,13017.38,nan,fecha_invalida
1552,12525,,13068.51,ABIERTO,fecha_invalida
1555,21895,,3573.48,cerrado,fecha_invalida
1556,15290,,,ABIERTO,"fecha_invalida,monto_invalido"
1557,2875,,,Abierto,"fecha_invalida,monto_invalido"
1558,19253,,,Cerrado,"fecha_invalida,monto_invalido"
1559,22819,,,ABIERTO,"fecha_invalida,monto_invalido"
1560,17335,,10290.63,Abierto,fecha_invalida
1561,11098,,,Cerrado,"fecha_invalida,monto_invalido"
1562,18159,2025-04-16,,Rechazado,monto_invalido
1563,24590,,10818.93,Rechazado,fecha_invalida
1565,8482,,,nan,"fecha_invalida,monto_invalido"
1566,6849,,3892.12,Rechazado,fecha_invalida
1568,7268,,,Abierto,"fecha_invalida,monto_invalido"
1569,12496,2026-02-16,,ABIERTO,monto_invalido
1570,9794,,,Abierto,"fecha_invalida,monto_invalido"
1571,2817,,,nan,"fecha_invalida,monto_invalido"
1572,25506,,,cerrado,"fecha_invalida,monto_invalido"
1573,18576,,,ABIERTO,"fecha_invalida,monto_invalido"
1574,20263,,,Abierto,"fecha_invalida,monto_invalido"
1576,11899,,,Rechazado,"fecha_invalida,monto_invalido"
1577,20862,,888.16,Rechazado,fecha_invalida
1578,11943,,10299.33,nan,fecha_invalida
1579,16882,,,Rechazado,"fecha_invalida,monto_invalido"
1581,24898,,5976.74,ABIERTO,fecha_invalida
1582,16622,,,nan,"fecha_invalida,monto_invalido"
1583,15796,,,Rechazado,"fecha_invalida,monto_invalido"
1584,9543,,,Rechazado,"fecha_invalida,monto_invalido"
1585,7750,,,Abierto,"fecha_invalida,monto_invalido"
1586,12676,,10701.9,ABIERTO,fecha_invalida
1588,23950,2025-08-03,,nan,monto_invalido
1589,18614,,,Cerrado,"fecha_invalida,monto_invalido"
1590,14687,,12635.32,cerrado,fecha_invalida
1591,16340,,,Abierto,"fecha_invalida,monto_invalido"
1592,14672,,,Abierto,"fecha_invalida,monto_invalido"
1593,17794,,124.71,cerrado,fecha_invalida
1594,6947,,1246.82,nan,fecha_invalida
1595,16650,,,nan,"fecha_invalida,monto_invalido"
1596,20438,,,nan,"fecha_invalida,monto_invalido"
1597,21771,,,ABIERTO,"fecha_invalida,monto_invalido"
1598,12815,,11055.38,Abierto,fecha_invalida
1599,17274,,,Cerrado,"fecha_invalida,monto_invalido"
1600,16134,,,Rechazado,"fecha_invalida,monto_invalido"
1601,25582,,1773.66,Cerrado,fecha_invalida
1602,21142,,,ABIERTO,"fecha_invalida,monto_invalido"
1603,22121,,13184.77,cerrado,fecha_invalida
1604,7108,2025-12-25,,nan,monto_invalido
1605,24145,,,ABIERTO,"fecha_invalida,monto_invalido"
1606,11783,,,Rechazado,"fecha_invalida,monto_invalido"
1607,19514,,3430.22,Abierto,fecha_invalida
1609,9973,,8344.04,ABIERTO,fecha_invalida
1610,20853,,,Abierto,"fecha_invalida,monto_invalido"
1611,5761,,,nan,"fecha_invalida,monto_invalido"
1612,16850,,,nan,"fecha_invalida,monto_invalido"
1614,22551,,14069.5,nan,fecha_invalida
1615,12778,2025-06-24,,nan,monto_invalido
1617,10680,,2936.7,ABIERTO,fecha_invalida
1619,4319,,8406.7,Rechazado,fecha_invalida
1620,17234,,,Cerrado,"fecha_invalida,monto_invalido"
1621,13030,2025-08-25,,cerrado,monto_invalido
1622,9705,,10663.53,nan,fecha_invalida
1624,20288,,,nan,"fecha_invalida,monto_invalido"
1625,20251,,,cerrado,"fecha_invalida,monto_invalido"
1627,12223,,5806.47,nan,fecha_invalida
1628,19419,,,ABIERTO,"fecha_invalida,monto_invalido"
1629,7756,,,nan,"fecha_invalida,monto_invalido"
1630,6147,,,Rechazado,"fecha_invalida,monto_invalido"
1631,23663,,9825.35,nan,fecha_invalida
1632,24698,,8147.96,nan,fecha_invalida
1633,13439,,,Rechazado,"fecha_invalida,monto_invalido"
1634,13554,,,ABIERTO,"fecha_invalida,monto_invalido"
1635,1899,,3611.54,Cerrado,fecha_invalida
1636,18942,,7658.59,ABIERTO,fecha_invalida
1637,24853,,,nan,"fecha_invalida,monto_invalido"
1639,18349,,,nan,"fecha_invalida,monto_invalido"
1640,12237,,,nan,"fecha_invalida,monto_invalido"
1641,7726,,11900.49,cerrado,fecha_invalida
1642,5128,,,nan,"fecha_invalida,monto_invalido"
1643,24800,,2225.29,Rechazado,fecha_invalida
1644,20306,,,Abierto,"fecha_invalida,monto_invalido"
1645,3536,2025-11-10,,Rechazado,monto_invalido
1646,18662,,,Cerrado,"fecha_invalida,monto_invalido"
1647,919,2025-09-28,,Cerrado,monto_invalido
1648,8730,,7269.02,Abierto,fecha_invalida
1649,20308,,,nan,"fecha_invalida,monto_invalido"
1650,23878,,6367.46,nan,fecha_invalida
1651,497,,,Abierto,"fecha_invalida,monto_invalido"
1652,3274,,4403.86,ABIERTO,fecha_invalida
1653,23044,,,Rechazado,"fecha_invalida,monto_invalido"
1654,140,,,Abierto,"fecha_invalida,monto_invalido"
1655,6461,,1794.45,ABIERTO,fecha_invalida
1656,22727,,,Abierto,"fecha_invalida,monto_invalido"
1657,15344,,,cerrado,"fecha_invalida,monto_invalido"
1658,11203,,,nan,"fecha_invalida,monto_invalido"
1659,22196,2026-01-06,,Abierto,monto_invalido
1660,13791,,9738.63,Rechazado,fecha_invalida
1661,19514,,5785.53,ABIERTO,fecha_invalida
1662,10657,,,cerrado,"fecha_invalida,monto_invalido"
1663,1536,,4094.39,Rechazado,fecha_invalida
1664,4046,,,ABIERTO,"fecha_invalida,monto_invalido"
1665,7354,,5707.24,Rechazado,fecha_invalida
1666,21309,,,Cerrado,"fecha_invalida,monto_invalido"
