id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado,motivo_rechazo
1671,,3666,15,1,7,,56.71,,"fecha_invalida,prima_invalida,monto_invalido"
1672,,2044,38,10,5,740.04,,,"fecha_invalida,monto_invalido"
1673,,2090,14,13,3,,2385.28,183915.49,"fecha_invalida,prima_invalida"
1674,2025-11-03,1902,6,11,4,,16.6,,"prima_invalida,monto_invalido"
1675,,678,57,8,7,242.08,29.66,8997.29,fecha_invalida
1676,,2698,18,13,6,,279.78,94936.5,"fecha_invalida,prima_invalida"
1677,,1602,9,5,10,,296.76,,"fecha_invalida,prima_invalida,monto_invalido"
1678,,2341,55,3,11,,187.23,253612.02,"fecha_invalida,prima_invalida"
1679,,1599,52,8,6,,311.08,192810.16,"fecha_invalida,prima_invalida"
1681,,570,19,8,2,1539.83,205.86,,"fecha_invalida,monto_invalido"
1682,,1407,43,9,2,1683.85,152.9,,"fecha_invalida,monto_invalido"
1683,,829,17,11,11,,109.69,142549.06,"fecha_invalida,prima_invalida"
1684,2025-02-18,2231,48,4,4,270.73,17.73,,monto_invalido
1685,2025-12-18,437,66,5,9,1870.58,410.98,,monto_invalido
1687,,2097,20,14,2,,359.04,,"fecha_invalida,prima_invalida,monto_invalido"
1688,,2232,70,4,12,430.31,22.83,59062.23,fecha_invalida
1689,,1591,75,13,12,784.79,93.21,73751.2,fecha_invalida
1690,,1821,44,7,6,,415.59,293611.76,"fecha_invalida,prima_invalida"
1692,,282,41,3,10,365.3,73.2,,"fecha_invalida,monto_invalido"
1693,,2599,15,12,2,1022.39,206.41,148052.79,fecha_invalida
1694,,762,6,5,10,713.8,90.95,,"fecha_invalida,monto_invalido"
1695,,1882,68,4,10,1816.39,358.85,,"fecha_invalida,monto_invalido"
1696,,1785,46,8,8,1598.99,180.51,,"fecha_invalida,monto_invalido"
1697,,2801,31,5,8,,106.82,,"fecha_invalida,prima_invalida,monto_invalido"
1698,2025-03-16,670,28,11,12,569.81,59.38,,monto_invalido
1699,,1234,43,2,12,561.83,41.36,,"fecha_invalida,monto_invalido"
1700,,2373,11,5,4,,137.58,,"fecha_invalida,prima_invalida,monto_invalido"
1701,,3711,19,15,6,1462.57,,249329.61,fecha_invalida
1702,,109,31,14,10,,,,"fecha_invalida,prima_invalida,monto_invalido"
1703,,648,67,15,11,,76.83,,"fecha_invalida,prima_invalida,monto_invalido"
1704,,1488,5,7,9,281.98,19.4,10037.41,fecha_invalida
1705,,2893,51,15,3,1366.08,307.52,70882.17,fecha_invalida
1706,,1100,76,10,8,718.76,129.4,,"fecha_invalida,monto_invalido"
1707,,583,18,2,10,,409.31,,"fecha_invalida,prima_invalida,monto_invalido"
1708,,2530,30,1,10,1417.73,256.25,,"fecha_invalida,monto_invalido"
1709,,2785,52,14,9,,70.59,52881.85,"fecha_invalida,prima_invalida"
1710,,1343,38,10,11,848.54,1001.85,,"fecha_invalida,monto_invalido"
1711,,909,33,11,4,891.72,90.68,86778.83,fecha_invalida
1712,,2110,23,3,2,194.38,37.99,,"fecha_invalida,monto_invalido"
1713,2025-03-25,413,51,13,12,,344.03,238195.71,prima_invalida
1714,2025-06-30,2142,27,12,7,,12.67,30564.27,prima_invalida
1715,,2370,68,1,2,110.73,19.54,,"fecha_invalida,monto_invalido"
1716,,2705,28,12,7,251.28,25.36,,"fecha_invalida,monto_invalido"
1717,2025-12-28,571,120,1,11,,,147489.3,prima_invalida
1718,,2298,66,14,2,141.94,,,"fecha_invalida,monto_invalido"
1719,,181,40,2,5,1023.9,72.59,21647.86,fecha_invalida
1720,,2412,21,3,10,273.54,49.01,27928.09,fecha_invalida
1721,2025-12-20,966,30,1,10,,,,"prima_invalida,monto_invalido"
1722,,1557,63,14,8,592.42,80.97,37655.44,fecha_invalida
1723,,1548,38,4,7,182.73,45.07,7388.86,fecha_invalida
1724,,482,56,9,8,636.57,101.55,,"fecha_invalida,monto_invalido"
1725,,2281,67,4,12,278.58,28.86,39015.29,fecha_invalida
1726,,2869,72,2,6,1388.76,227.39,,"fecha_invalida,monto_invalido"
1727,,2841,69,3,5,1718.89,250.21,,"fecha_invalida,monto_invalido"
1728,,2843,37,3,6,585.3,108.5,83235.51,fecha_invalida
1729,2025-11-07,2564,17,15,1,993.39,188.55,,monto_invalido
1730,,987,27,14,5,,,,"fecha_invalida,prima_invalida,monto_invalido"
1731,,2870,77,9,1,,309.12,,"fecha_invalida,prima_invalida,monto_invalido"
1732,,2805,38,13,8,1218.96,125.3,,"fecha_invalida,monto_invalido"
1733,,3826,67,3,1,,102.15,,"fecha_invalida,prima_invalida,monto_invalido"
1734,,1285,26,1,10,,29.09,,"fecha_invalida,prima_invalida,monto_invalido"
1735,,682,64,3,4,644.69,,,"fecha_invalida,monto_invalido"
1736,2025-10-05,2742,22,11,3,,112.96,20071.81,prima_invalida
1737,,2083,13,13,9,830.04,65.86,,"fecha_invalida,monto_invalido"
1738,,1464,39,5,8,305.89,44.54,,"fecha_invalida,monto_invalido"
1739,,2694,44,10,11,,155.7,,"fecha_invalida,prima_invalida,monto_invalido"
1740,,207,7,7,11,-58.64,10.53,,"fecha_invalida,monto_invalido"
1741,,2126,57,15,8,1912.19,,,"fecha_invalida,monto_invalido"
1742,,2188,76,15,5,,96.31,,"fecha_invalida,prima_invalida,monto_invalido"
1743,,2772,6,8,10,,103.81,150515.81,"fecha_invalida,prima_invalida"
1744,,2936,32,15,8,344.89,22.68,59733.52,fecha_invalida
1745,,1966,32,6,2,134.11,17.93,19953.57,fecha_invalida
1746,,2572,63,9,12,1437.76,,,"fecha_invalida,monto_invalido"
1747,,495,69,8,2,,300.42,,"fecha_invalida,prima_invalida,monto_invalido"
1748,2025-05-18,843,14,14,4,,,42934.58,prima_invalida
1750,2025-04-18,2368,13,11,1,868.12,48.83,,monto_invalido
1751,,1055,70,7,8,,22.69,,"fecha_invalida,prima_invalida,monto_invalido"
1752,,174,14,6,5,1354.36,,,"fecha_invalida,monto_invalido"
1753,,2061,39,3,4,82.18,6.76,,"fecha_invalida,monto_invalido"
1754,,2989,19,4,2,1737.3,330.46,,"fecha_invalida,monto_invalido"
1755,,1906,57,8,2,,201.01,,"fecha_invalida,prima_invalida,monto_invalido"
1756,,250,79,7,9,502.92,,,"fecha_invalida,monto_invalido"
1757,,2038,62,13,4,809.7,1411.93,51381.92,fecha_invalida
1758,,969,15,14,9,,135.92,,"fecha_invalida,prima_invalida,monto_invalido"
1759,,2111,12,10,4,500.22,92.45,24491.48,fecha_invalida
1760,,1818,67,15,8,,311.27,103474.42,"fecha_invalida,prima_invalida"
1761,2025-07-20,2286,50,8,10,,309.24,66184.0,prima_invalida
1762,2025-07-12,350,72,3,6,1954.59,,,monto_invalido
1763,,315,23,2,3,1801.65,168.37,,"fecha_invalida,monto_invalido"
1765,,407,22,6,12,308.66,18.1,,"fecha_invalida,monto_invalido"
1766,,1716,56,15,11,959.65,87.56,,"fecha_invalida,monto_invalido"
1767,,1704,69,13,5,1084.37,,,"fecha_invalida,monto_invalido"
1768,,2555,20,1,9,,152.1,,"fecha_invalida,prima_invalida,monto_invalido"
1769,2026-01-21,2800,45,11,10,,321.45,,"prima_invalida,monto_invalido"
1770,,1936,42,1,3,,213.78,,"fecha_invalida,prima_invalida,monto_invalido"
1771,,2775,73,13,6,0.0,325.94,,"fecha_invalida,monto_invalido"
1772,,1537,103,11,8,,173.17,,"fecha_invalida,prima_invalida,monto_invalido"
1773,,158,59,4,8,,122.13,281170.62,"fecha_invalida,prima_invalida"
1774,,2941,24,10,2,,315.3,,"fecha_invalida,prima_invalida,monto_invalido"
1776,,994,70,12,1,732.73,73.74,,"fecha_invalida,monto_invalido"
1777,,1793,21,7,2,,100.09,,"fecha_invalida,prima_invalida,monto_invalido"
1778,,1376,7,9,9,,245.91,121929.9,"fecha_invalida,prima_invalida"
1779,,1718,66,11,1,,146.93,49244.4,"fecha_invalida,prima_invalida"
1780,,2624,58,9,6,622.08,,,"fecha_invalida,monto_invalido"
1781,,1279,70,13,6,,184.68,,"fecha_invalida,prima_invalida,monto_invalido"
1782,2025-03-18,1937,59,1,2,1864.27,221.58,,monto_invalido
1783,,2408,20,1,1,1138.61,114.96,71583.15,fecha_invalida
1784,,1266,73,13,4,1731.06,169.21,,"fecha_invalida,monto_invalido"
1785,,634,46,14,5,1046.87,247.28,150164.69,fecha_invalida
1786,,851,34,8,10,924.5,175.26,33078.64,fecha_invalida
1787,,1677,12,8,9,75.5,14.61,12721.7,fecha_invalida
1788,2026-02-03,1696,45,1,3,1734.03,297.88,,monto_invalido
1789,,831,59,6,10,,159.37,,"fecha_invalida,prima_invalida,monto_invalido"
1790,,2174,4,2,11,,28.93,,"fecha_invalida,prima_invalida,monto_invalido"
1791,,2354,15,8,12,680.71,96.08,,"fecha_invalida,monto_invalido"
1792,2025-07-13,709,14,14,8,609.1,108.23,,monto_invalido
1793,2025-10-23,2293,24,15,4,,,,"prima_invalida,monto_invalido"
1794,2025-07-04,1501,46,11,11,,125.14,,"prima_invalida,monto_invalido"
1795,,1380,74,6,4,,126.27,,"fecha_invalida,prima_invalida,monto_invalido"
1796,,2714,76,10,2,-556.59,44.28,,"fecha_invalida,monto_invalido"
1797,,2602,55,1,5,,119.57,362671.73,"fecha_invalida,prima_invalida"
1798,,248,68,5,9,891.64,,,"fecha_invalida,monto_invalido"
1799,,1091,37,13,2,,50.7,183161.11,"fecha_invalida,prima_invalida"
1801,,2604,18,1,5,956.06,,,"fecha_invalida,monto_invalido"
1802,,646,59,14,12,648.59,,31182.6,fecha_invalida
1803,2025-05-01,2786,18,15,4,1720.84,,,monto_invalido
1804,,2218,41,12,3,170.31,28.44,,"fecha_invalida,monto_invalido"
1805,2026-01-26,178,75,9,1,1644.36,275.42,,monto_invalido
1806,,2158,51,6,6,,118.02,,"fecha_invalida,prima_invalida,monto_invalido"
1807,,719,64,8,6,94.96,16.2,4402.06,fecha_invalida
1808,,238,79,15,6,390.65,59.32,15007.25,fecha_invalida
1809,,2552,29,2,3,544.22,58.76,,"fecha_invalida,monto_invalido"
1811,,1766,46,5,11,1600.17,354.1,293683.36,fecha_invalida
1812,,2090,42,9,2,1843.46,,261315.52,fecha_invalida
1813,,2557,3,8,6,,,,"fecha_invalida,prima_invalida,monto_invalido"
1814,,2482,49,15,2,218.47,35.17,28285.62,fecha_invalida
1815,2025-09-17,876,15,6,7,378.93,85.12,,monto_invalido
1816,,1089,32,6,3,,386.56,,"fecha_invalida,prima_invalida,monto_invalido"
1817,,1013,23,8,12,255.47,60.84,37165.85,fecha_invalida
1818,,831,39,9,10,,246.71,35691.62,"fecha_invalida,prima_invalida"
1819,,2679,36,14,7,,97.5,,"fecha_invalida,prima_invalida,monto_invalido"
1820,2025-06-29,82,41,5,5,,66.39,,"prima_invalida,monto_invalido"
1821,,967,46,11,1,,,,"fecha_invalida,prima_invalida,monto_invalido"
1822,,2246,104,4,2,626.38,,,"fecha_invalida,monto_invalido"
1823,,2122,36,6,9,637.57,54.42,31298.84,fecha_invalida
1824,,1376,23,8,10,424.3,82.88,70914.33,fecha_invalida
1825,,2625,19,2,12,1677.09,369.21,,"fecha_invalida,monto_invalido"
1826,,1359,57,15,12,,497.71,,"fecha_invalida,prima_invalida,monto_invalido"
1827,,2535,66,14,11,,313.68,72329.03,"fecha_invalida,prima_invalida"
1828,,2667,106,11,10,64.29,6.17,,"fecha_invalida,monto_invalido"
1829,,338,21,12,1,,12.82,,"fecha_invalida,prima_invalida,monto_invalido"
1830,,861,46,14,1,1597.98,119.94,,"fecha_invalida,monto_invalido"
1831,,2552,39,10,2,,179.67,,"fecha_invalida,prima_invalida,monto_invalido"
1834,,1460,34,11,10,271.94,63.87,51061.13,fecha_invalida
1835,,1737,62,11,11,,313.05,316139.14,"fecha_invalida,prima_invalida"
1836,,2316,28,4,5,,155.31,232544.62,"fecha_invalida,prima_invalida"
1837,,1402,73,7,8,846.16,167.47,72368.39,fecha_invalida
1838,,1565,63,13,10,,281.77,,"fecha_invalida,prima_invalida,monto_invalido"
1839,,1388,21,10,1,1062.53,,,"fecha_invalida,monto_invalido"
1840,2025-04-13,538,1,8,2,1087.2,266.51,,monto_invalido
1841,,1913,8,12,2,,,,"fecha_invalida,prima_invalida,monto_invalido"
1842,,1305,16,14,2,,,,"fecha_invalida,prima_invalida,monto_invalido"
1844,2025-06-09,2646,75,15,3,,31.38,,"prima_invalida,monto_invalido"
1845,2025-07-24,934,13,11,6,152.54,9.8,,monto_invalido
1846,2025-04-20,1320,36,11,1,,212.74,,"prima_invalida,monto_invalido"
1847,,2203,54,5,9,1403.23,149.43,278295.86,fecha_invalida
1848,2025-03-16,1900,19,4,6,321.51,33.46,,monto_invalido
1849,,421,56,3,10,1038.47,155.25,,"fecha_invalida,monto_invalido"
1851,,1801,68,10,6,,,,"fecha_invalida,prima_invalida,monto_invalido"
1852,,2997,3,4,9,,347.89,169651.18,"fecha_invalida,prima_invalida"
1853,,818,58,12,9,66.67,6.25,2288.15,fecha_invalida
1854,,1695,44,5,6,786.79,,,"fecha_invalida,monto_invalido"
1855,,864,8,15,5,,,,"fecha_invalida,prima_invalida,monto_invalido"
1856,,881,64,12,1,1835.13,125.71,,"fecha_invalida,monto_invalido"
1857,,733,77,3,10,,291.64,,"fecha_invalida,prima_invalida,monto_invalido"
1858,,2966,61,12,5,,80.35,,"fecha_invalida,prima_invalida,monto_invalido"
1859,,606,56,9,4,220.73,35.26,31738.2,fecha_invalida
1860,,1226,8,5,8,,89.0,98037.18,"fecha_invalida,prima_invalida"
1861,2025-07-23,2865,79,10,5,,107.49,,"prima_invalida,monto_invalido"
1862,,2639,95,1,2,1818.03,105.0,258850.15,fecha_invalida
1863,,971,5,2,10,,199.66,,"fecha_invalida,prima_invalida,monto_invalido"
1864,,1093,77,13,5,229.61,34.25,,"fecha_invalida,monto_invalido"
1865,,1799,9,10,2,70.67,12.6,,"fecha_invalida,monto_invalido"
1866,,592,45,1,6,,157.9,48290.79,"fecha_invalida,prima_invalida"
1867,,2212,79,7,2,,,,"fecha_invalida,prima_invalida,monto_invalido"
1869,,1412,13,2,8,856.46,70.41,,"fecha_invalida,monto_invalido"
1870,,1494,36,7,10,96.91,21.19,10764.53,fecha_invalida
1871,2026-01-24,1159,62,4,1,,385.11,215267.86,prima_invalida
1872,,946,25,6,9,,,,"fecha_invalida,prima_invalida,monto_invalido"
1873,2025-06-19,97,56,3,8,654.91,43.58,,monto_invalido
1874,2025-01-19,1081,13,7,2,,77.82,,"prima_invalida,monto_invalido"
1875,,1292,58,12,5,1319.39,231.21,,"fecha_invalida,monto_invalido"
1876,,485,47,11,9,,191.74,,"fecha_invalida,prima_invalida,monto_invalido"
1877,,2682,33,13,4,914.29,81.52,,"fecha_invalida,monto_invalido"
1878,,243,21,15,3,69.02,,6029.47,fecha_invalida
1879,,755,36,7,6,198.23,17.4,,"fecha_invalida,monto_invalido"
1880,,1125,3,1,8,1652.25,343.08,,"fecha_invalida,monto_invalido"
1881,,2486,73,7,4,391.45,48.39,,"fecha_invalida,monto_invalido"
1882,,1539,13,13,3,,,,"fecha_invalida,prima_invalida,monto_invalido"
1883,2025-06-25,157,6,3,3,,275.09,,"prima_invalida,monto_invalido"
1885,,953,36,15,5,,181.41,188865.47,"fecha_invalida,prima_invalida"
1886,,1511,11,14,6,,,,"fecha_invalida,prima_invalida,monto_invalido"
1887,,2323,72,15,9,1668.0,313.8,,"fecha_invalida,monto_invalido"
1888,2025-04-27,83,7,9,2,1592.37,,,monto_invalido
1889,,1706,28,5,9,646.03,127.43,46403.08,fecha_invalida
1890,,2109,19,15,4,,176.11,131243.3,"fecha_invalida,prima_invalida"
1892,,684,26,9,4,,308.73,,"fecha_invalida,prima_invalida,monto_invalido"
1893,2025-07-14,1445,44,9,6,,128.42,,"prima_invalida,monto_invalido"
1894,2025-01-13,1335,12,5,4,,206.24,68993.54,prima_invalida
1895,,2188,9,12,4,,131.06,260525.83,"fecha_invalida,prima_invalida"
1896,,2965,32,8,1,379.11,77.16,29560.59,fecha_invalida
1897,,2721,15,9,1,1506.97,351.2,,"fecha_invalida,monto_invalido"
1898,,2598,47,12,2,,92.35,25939.85,"fecha_invalida,prima_invalida"
1899,,2382,78,3,6,84.71,11.51,4596.04,fecha_invalida
1900,2025-02-27,741,13,5,7,525.73,78.76,,monto_invalido
1901,,272,7,3,7,750.0,85.47,149647.47,fecha_invalida
1902,,3608,67,4,5,140.05,,15596.34,fecha_invalida
1903,,1948,77,15,4,759.5,132.29,125741.94,fecha_invalida
1904,,2153,69,10,11,,422.09,272312.78,"fecha_invalida,prima_invalida"
1905,,2634,59,11,8,,331.95,328194.9,"fecha_invalida,prima_invalida"
1906,,1870,77,2,12,898.63,127.64,42295.24,fecha_invalida
1907,,2174,23,4,12,471.48,96.31,,"fecha_invalida,monto_invalido"
1908,,445,65,8,9,1800.71,127.31,,"fecha_invalida,monto_invalido"
1909,2025-04-19,1225,39,13,7,,,21793.61,prima_invalida
1910,,2667,13,7,7,,401.86,254107.87,"fecha_invalida,prima_invalida"
1911,,2007,58,14,7,499.81,62.49,,"fecha_invalida,monto_invalido"
1912,2025-01-05,2668,72,5,2,,344.96,88369.28,prima_invalida
1913,,50,64,8,11,1843.88,334.36,,"fecha_invalida,monto_invalido"
1914,,701,71,11,1,305.65,71.7,7550.67,fecha_invalida
1915,2025-08-31,2863,47,9,7,826.09,205.34,,monto_invalido
1916,,2759,67,5,1,1264.13,243.18,,"fecha_invalida,monto_invalido"
1917,,1820,27,14,6,,278.93,,"fecha_invalida,prima_invalida,monto_invalido"
1918,,2541,18,7,5,1703.78,,134477.64,fecha_invalida
1919,,1759,53,9,1,1005.73,227.23,40842.72,fecha_invalida
1920,,656,2,1,11,1843.08,,179546.23,fecha_invalida
1921,,1065,44,11,12,,147.13,32935.84,"fecha_invalida,prima_invalida"
1922,,2332,52,6,5,,84.45,,"fecha_invalida,prima_invalida,monto_invalido"
1923,,1670,19,9,10,,202.04,317490.83,"fecha_invalida,prima_invalida"
1924,,1227,31,13,3,1044.89,,,"fecha_invalida,monto_invalido"
1925,2025-10-10,2319,17,4,8,189.35,19.23,,monto_invalido
1927,,2837,65,12,10,714.7,140.11,,"fecha_invalida,monto_invalido"
1929,2026-02-06,33,34,13,3,1889.05,402.01,,monto_invalido
1930,,1064,72,8,9,180.59,17.3,,"fecha_invalida,monto_invalido"
1931,2025-12-26,1298,11,12,11,538.11,,,monto_invalido
1932,,2850,52,2,8,584.06,55.89,,"fecha_invalida,monto_invalido"
1933,,862,35,1,7,1151.68,266.08,190950.74,fecha_invalida
1934,,2625,75,3,3,1246.0,112.67,,"fecha_invalida,monto_invalido"
1935,2025-01-09,2033,22,10,5,428.02,56.51,,monto_invalido
1936,,1365,70,7,8,,124.74,,"fecha_invalida,prima_invalida,monto_invalido"
1937,,1606,13,3,9,1688.54,419.51,,"fecha_invalida,monto_invalido"
1938,,324,51,14,2,701.66,,,"fecha_invalida,monto_invalido"
1939,,275,2,5,3,,273.88,,"fecha_invalida,prima_invalida,monto_invalido"
1940,,1070,70,9,6,,270.08,,"fecha_invalida,prima_invalida,monto_invalido"
1941,,3519,75,10,5,,273.28,,"fecha_invalida,prima_invalida,monto_invalido"
1942,2025-01-25,1415,17,2,10,-1076.43,186.76,,monto_invalido
1943,2025-01-11,667,75,4,4,445.54,56.8,,monto_invalido
1944,,1839,76,11,2,,124.76,94594.72,"fecha_invalida,prima_invalida"
1945,2025-03-30,1992,36,3,3,239.51,44.15,,monto_invalido
1947,,2598,43,2,12,641.88,154.04,,"fecha_invalida,monto_invalido"
1948,,84,14,3,2,917.67,108.73,,"fecha_invalida,monto_invalido"
1949,,1494,5,2,3,1220.17,122.32,42614.9,fecha_invalida
1950,2025-11-09,2055,26,7,4,,,,"prima_invalida,monto_invalido"
1951,,276,39,7,2,,267.65,359624.6,"fecha_invalida,prima_invalida"
1952,,948,12,5,12,,,,"fecha_invalida,prima_invalida,monto_invalido"
1953,,2751,58,11,8,465.29,37.08,,"fecha_invalida,monto_invalido"
1954,,22,51,2,9,835.66,144.46,60121.97,fecha_invalida
1955,,1469,68,3,7,212.76,47.06,,"fecha_invalida,monto_invalido"
1956,,1311,51,3,2,,126.83,,"fecha_invalida,prima_invalida,monto_invalido"
1957,,289,51,1,5,837.57,83.13,149221.27,fecha_invalida
1958,,2527,62,13,9,459.05,49.02,,"fecha_invalida,monto_invalido"
1960,,1146,75,10,9,950.06,,,"fecha_invalida,monto_invalido"
1961,,1422,52,2,12,,,8545.07,"fecha_invalida,prima_invalida"
1962,,655,36,8,2,,240.51,,"fecha_invalida,prima_invalida,monto_invalido"
1963,,1378,34,2,6,,239.76,241038.09,"fecha_invalida,prima_invalida"
1964,,619,31,4,7,294.73,73.23,,"fecha_invalida,monto_invalido"
1965,,1207,29,6,11,,153.99,,"fecha_invalida,prima_invalida,monto_invalido"
1966,2025-01-25,1391,6,1,5,,,,"prima_invalida,monto_invalido"
1967,,1070,28,10,11,,289.38,154761.48,"fecha_invalida,prima_invalida"
1968,2025-07-30,2224,50,7,11,,135.16,192537.19,prima_invalida
1969,,2415,13,14,12,990.34,71.38,,"fecha_invalida,monto_invalido"
1970,,2285,29,4,7,807.81,143.68,128602.86,fecha_invalida
1971,,1099,44,13,7,,218.44,28351.34,"fecha_invalida,prima_invalida"
1972,,1798,66,8,7,864.15,174.98,,"fecha_invalida,monto_invalido"
1973,,1854,38,15,9,,116.06,,"fecha_invalida,prima_invalida,monto_invalido"
1974,2025-06-06,1620,48,13,3,256.11,,,monto_invalido
1975,,2821,72,1,11,813.94,125.76,,"fecha_invalida,monto_invalido"
1976,,2594,55,12,8,,199.11,122897.77,"fecha_invalida,prima_invalida"
1977,2025-07-26,884,77,15,2,818.87,144.4,,monto_invalido
1978,2025-10-26,1674,38,14,8,,54.77,9065.32,prima_invalida
1979,,1989,41,7,4,1652.41,,,"fecha_invalida,monto_invalido"
1980,,666,59,13,9,,,,"fecha_invalida,prima_invalida,monto_invalido"
1981,,1723,75,9,2,1521.03,,,"fecha_invalida,monto_invalido"
1982,,2923,60,13,1,192.16,33.38,,"fecha_invalida,monto_invalido"
1983,,112,63,11,2,734.83,36.91,,"fecha_invalida,monto_invalido"
1984,,2847,66,15,7,,,143324.16,"fecha_invalida,prima_invalida"
1986,,113,36,14,12,,137.42,93160.11,"fecha_invalida,prima_invalida"
1987,,1777,62,2,3,508.66,52.42,73941.02,fecha_invalida
1988,,2236,14,14,4,872.75,114.8,43170.45,fecha_invalida
1989,,86,47,1,10,1856.92,401.22,,"fecha_invalida,monto_invalido"
1990,,2852,57,5,1,,284.81,286009.78,"fecha_invalida,prima_invalida"
1992,,796,18,13,2,-814.54,179.4,,"fecha_invalida,monto_invalido"
1993,,2193,28,15,11,,9.16,,"fecha_invalida,prima_invalida,monto_invalido"
1994,,136,12,9,6,1192.14,243.63,,"fecha_invalida,monto_invalido"
1995,,441,21,9,7,,362.0,,"fecha_invalida,prima_invalida,monto_invalido"
1996,,1084,75,3,12,,177.39,,"fecha_invalida,prima_invalida,monto_invalido"
1997,,216,76,8,7,,149.47,,"fecha_invalida,prima_invalida,monto_invalido"
1998,,305,15,12,8,382.4,45.89,,"fecha_invalida,monto_invalido"
1999,,2026,15,4,6,486.72,74.79,,"fecha_invalida,monto_invalido"
2001,,2360,79,9,2,1798.58,409.57,58473.5,fecha_invalida
2003,,2371,12,5,12,491.42,36.57,,"fecha_invalida,monto_invalido"
2004,,942,7,8,4,205.36,34.42,,"fecha_invalida,monto_invalido"
2005,,2079,61,11,7,0.0,56.32,129955.91,fecha_invalida
2006,,142,78,15,8,,133.94,94413.4,"fecha_invalida,prima_invalida"
2007,,502,59,11,11,559.25,88.04,,"fecha_invalida,monto_invalido"
2008,,170,23,6,12,1135.0,171.67,96772.05,fecha_invalida
2009,,2722,58,5,9,683.95,,87769.5,fecha_invalida
2010,2025-12-15,552,44,5,8,,424.5,,"prima_invalida,monto_invalido"
2011,,1128,61,9,2,,314.11,,"fecha_invalida,prima_invalida,monto_invalido"
2012,,1168,54,10,4,,,8117.93,"fecha_invalida,prima_invalida"
2013,,2590,35,15,5,715.33,,62814.04,fecha_invalida
2014,,2676,35,13,9,1918.37,,139676.3,fecha_invalida
2015,,2928,38,14,8,,342.97,,"fecha_invalida,prima_invalida,monto_invalido"
2016,,2468,47,15,2,509.65,48.56,,"fecha_invalida,monto_invalido"
2017,,1459,16,7,10,,,56102.72,"fecha_invalida,prima_invalida"
2018,,2101,71,11,5,,,49839.22,"fecha_invalida,prima_invalida"
2019,,1091,63,7,10,832.81,165.09,,"fecha_invalida,monto_invalido"
2020,,2111,25,7,10,,112.46,95934.39,"fecha_invalida,prima_invalida"
2021,,147,4,13,6,1934.27,,157565.45,fecha_invalida
2023,,1272,6,5,11,1013.28,149.52,,"fecha_invalida,monto_invalido"
2024,,676,68,6,6,842.48,197.68,,"fecha_invalida,monto_invalido"
2025,,380,64,11,10,1332.35,333.02,,"fecha_invalida,monto_invalido"
2026,,352,79,1,6,,278.42,122328.87,"fecha_invalida,prima_invalida"
2027,,1047,59,10,12,,,,"fecha_invalida,prima_invalida,monto_invalido"
2028,,1651,27,14,8,455.14,646.03,,"fecha_invalida,monto_invalido"
2029,,2644,6,2,3,,,,"fecha_invalida,prima_invalida,monto_invalido"
2030,,1243,50,6,7,1661.07,299.44,167942.56,fecha_invalida
2031,,967,48,4,6,735.47,75.42,112737.46,fecha_invalida
2032,,1995,40,13,10,52.84,12.68,,"fecha_invalida,monto_invalido"
2033,,1218,8,1,5,1909.59,,314178.44,fecha_invalida
2034,,1510,55,15,2,362.86,39.31,10222.48,fecha_invalida
2035,,1764,22,10,12,,137.15,61431.25,"fecha_invalida,prima_invalida"
2036,,563,39,14,2,,217.38,115429.34,"fecha_invalida,prima_invalida"
2037,,2879,59,4,6,,179.52,,"fecha_invalida,prima_invalida,monto_invalido"
2038,,1315,69,6,4,,186.65,,"fecha_invalida,prima_invalida,monto_invalido"
2039,,1176,31,1,9,,169.71,,"fecha_invalida,prima_invalida,monto_invalido"
2040,,2372,25,4,8,697.32,,,"fecha_invalida,monto_invalido"
2041,,1113,45,1,11,675.21,129.17,,"fecha_invalida,monto_invalido"
2042,,2265,46,14,7,,259.65,33308.01,"fecha_invalida,prima_invalida"
2043,,217,16,15,5,395.95,92.56,32119.91,fecha_invalida
2044,,1102,45,5,10,,186.7,,"fecha_invalida,prima_invalida,monto_invalido"
2045,,1791,26,5,10,292.36,36.6,,"fecha_invalida,monto_invalido"
2046,,1706,24,13,4,426.24,72.51,,"fecha_invalida,monto_invalido"
2048,,1856,2,12,7,,412.55,,"fecha_invalida,prima_invalida,monto_invalido"
2049,,271,24,8,3,1587.56,,,"fecha_invalida,monto_invalido"
2050,,1960,32,9,5,533.87,60.49,,"fecha_invalida,monto_invalido"
2051,,1693,20,14,1,118.78,10.27,7178.45,fecha_invalida
2052,,2079,46,6,12,760.19,91.82,,"fecha_invalida,monto_invalido"
2053,,1718,18,5,5,-491.89,73.24,77321.52,fecha_invalida
2054,,2532,14,4,6,,193.26,228828.45,"fecha_invalida,prima_invalida"
2055,,2001,75,15,2,63.03,12.93,,"fecha_invalida,monto_invalido"
2056,,304,80,1,1,1531.93,326.95,39181.21,fecha_invalida
2057,,1630,18,6,11,,290.73,124161.26,"fecha_invalida,prima_invalida"
2059,,454,56,2,11,864.22,211.45,,"fecha_invalida,monto_invalido"
2060,2026-02-20,520,58,15,10,,929.2,,"prima_invalida,monto_invalido"
2061,,662,36,14,3,1825.32,290.82,,"fecha_invalida,monto_invalido"
2062,2025-07-16,1069,62,5,10,895.39,,,monto_invalido
